,freq,fake,reliable,idf_weight,fakeness_score 
yourself,"(212, 347)","(1.4814880006806044, 353.82171059522994)","(1.328656462585034, 218.3874996595026)",3.155431652311666,-0.30050783152761995
experi,"(245, 347)","(1.6281699809460108, 331.7078536830281)","(3.055909863945578, 635.309089918553)",3.0114552340192273,0.4281534676286538
secretari,"(220, 347)","(1.5548289908133077, 353.82171059522994)","(1.0629251700680271, 218.3874996595026)",3.118578103552837,-0.30050783152761995
west,"(207, 345)","(1.4228152085744419, 346.45042495782934)","(1.727253401360544, 317.6545449592765)",3.1791744580166488,-0.04529476592645898
certainli,"(261, 345)","(1.8261906543043094, 347.5034657631723)","(1.5943877551020407, 297.8011358993217)",2.9484670810868767,-0.08325569220984508
multipl,"(266, 344)","(1.84085885233085, 345.3973841524864)","(1.9929846938775508, 317.6545449592765)",2.929570071300322,-0.04364051868302565
huge,"(255, 344)","(1.8188565552910392, 354.8747514005729)","(0.9300595238095237, 138.97386341968348)",2.9716251982107575,-0.6508476822822287
vote,"(165, 344)","(1.1147830500170886, 336.9730577097428)","(1.727253401360544, 476.48181743891473)",3.4046031747969883,0.20409595119310575
whose,"(271, 344)","(1.8115224562777688, 334.8669760990569)","(3.1887755102040813, 516.1886355588243)",2.9110235456270366,0.2643103410233427
faith,"(196, 343)","(0.894760079618979, 184.2821409350156)","(9.83205782312925, 3335.372722072403)",3.233481977257563,0.9999999250260829
leav,"(272, 343)","(1.8701952483839313, 335.92001690439986)","(2.2587159863945576, 476.48181743891473)",2.907355162936578,0.20621897649537857
trillion,"(147, 342)","(1.0707784559374667, 359.0869146219447)","(0.1328656462585034, 19.85340905995478)",3.519305470142484,-0.9999999240938008
parent,"(154, 341)","(0.9167623766587899, 268.5254053624513)","(3.8531037414965983, 1707.3931791561113)",3.473123121233744,0.9906273068882698
need,"(255, 341)","(1.7748519612114173, 342.23826173645756)","(1.727253401360544, 317.6545449592765)",2.9716251982107575,-0.03867637709449989
email,"(176, 340)","(1.2321286342294135, 349.60954737385816)","(1.0629251700680271, 158.82727247963825)",3.3404786466274494,-0.5374740371035948
youtub,"(259, 340)","(1.8261906543043094, 344.3443433471434)","(1.328656462585034, 258.09431777941217)",2.9561270189616318,-0.16555229778138603
uk,"(154, 340)","(1.0707784559374667, 339.07913932042874)","(1.0629251700680271, 357.36136307918605)",3.473123121233744,0.026952109326233042
brought,"(249, 339)","(1.7161791691052546, 334.8669760990569)","(1.9929846938775508, 416.9215902590504)",2.995332353532664,0.12190885353098602
earlier,"(266, 338)","(1.7748519612114173, 326.44264965631334)","(3.1887755102040813, 555.8954536787339)",2.929570071300322,0.33765578346691094
bond,"(129, 337)","(0.9460987727118711, 354.8747514005729)","(0.0, 0.0)",3.648889805897778,-1.0
continu,"(272, 337)","(1.84085885233085, 327.4956904616563)","(2.790178571428571, 516.1886355588243)",2.907355162936578,0.28037094883227764
david,"(200, 335)","(1.3494742184417388, 320.1244048242557)","(2.1258503401360542, 615.4556808585983)",3.213390894637631,0.4311234453599848
greatest,"(286, 335)","(2.06088182272896, 346.45042495782934)","(0.664328231292517, 119.12045435972868)",2.8573626042892193,-0.741679514647168
worker,"(149, 335)","(1.0707784559374667, 349.60954737385816)","(0.39859693877551017, 59.56022717986434)",3.505891452776821,-0.9847678532676283
answer,"(256, 332)","(1.7675178621981469, 328.54873126699925)","(1.9929846938775508, 397.06818119909565)",2.9677280771443937,0.10389962097799965
largest,"(239, 332)","(1.635504079959281, 330.6548128776851)","(2.1258503401360542, 357.36136307918605)",3.03613768818903,0.04036239622729054
scienc,"(177, 332)","(1.2247945352161433, 323.2835272402845)","(1.328656462585034, 496.33522649886953)",3.3348480011206214,0.2614339616483947
shoot,"(141, 332)","(0.9827692677782227, 336.9730577097428)","(0.9300595238095237, 238.24090871945737)",3.5606621563131826,-0.20429518086387466
exactli,"(266, 332)","(1.8995316444370127, 341.1852209311146)","(0.9300595238095237, 158.82727247963825)",2.929570071300322,-0.5183466460719033
radio,"(191, 331)","(1.312803723375387, 333.813935293714)","(1.5943877551020407, 277.94772683936696)",3.2591771216417267,-0.10016071530634996
account,"(221, 331)","(1.5694971888398483, 339.07913932042874)","(0.9300595238095237, 178.68068153959302)",3.1140654605158558,-0.420945900530994
simpl,"(258, 331)","(1.8188565552910392, 336.9730577097428)","(1.328656462585034, 218.3874996595026)",2.9599791038481733,-0.26502247455932115
quickli,"(268, 331)","(1.9362021395033642, 344.3443433471434)","(0.5314625850340136, 79.41363623981913)",2.9221101336833772,-0.9312924637402691
sign,"(257, 331)","(1.7308473671317952, 320.1244048242557)","(2.790178571428571, 536.0420446187791)",2.963846084691669,0.325011341693636
christma,"(117, 330)","(0.7554121983668428, 314.85920079754095)","(1.8601190476190474, 615.4556808585983)",3.745661468212921,0.44411931721438624
forward,"(248, 330)","(1.723513268118525, 329.6017720723422)","(1.727253401360544, 337.5079540192313)",2.999338769148103,0.011992961735225016
armi,"(166, 329)","(1.1881240401497917, 336.9730577097428)","(0.5314625850340136, 178.68068153959302)",3.3986007558148894,-0.4160847621382133
reveal,"(251, 329)","(1.6428381789725515, 307.48791516014035)","(3.5873724489795915, 734.576135218327)",2.9873673572223636,0.600852120165217
product,"(189, 328)","(1.37881061449482, 344.3443433471434)","(0.1328656462585034, 19.85340905995478)",3.269642941921854,-0.9999998404959058
diseas,"(133, 328)","(0.9460987727118711, 338.0260985150858)","(0.5314625850340136, 138.97386341968348)",3.618607401128605,-0.614518792919676
paid,"(213, 328)","(1.444817505614253, 320.1244048242557)","(2.1258503401360542, 476.48181743891473)",3.1507499958206004,0.23947162222579865
heresubscrib,"(327, 327)","(2.3982503773393944, 344.3443433471434)","(0.0, 0.0)",2.7238747514491815,-1.0
25,"(236, 327)","(1.5988335848929296, 323.2835272402845)","(2.391581632653061, 397.06818119909565)",3.048711198344878,0.11362474853686422
check,"(237, 326)","(1.7161791691052546, 340.13218012577164)","(0.39859693877551017, 59.56022717986434)",3.0445024379234202,-0.9821640201373215
sell,"(212, 326)","(1.5328266937734967, 339.07913932042874)","(0.39859693877551017, 79.41363623981913)",3.155431652311666,-0.9267551620532041
uranium,"(78, 326)","(0.5720597230350849, 343.2913025418005)","(0.0, 0.0)",4.146480316642629,-1.0
mainstream,"(212, 326)","(1.5108243967336856, 335.92001690439986)","(0.7971938775510203, 138.97386341968348)",3.155431652311666,-0.6097809899986546
un,"(144, 326)","(1.0414420598843852, 340.13218012577164)","(0.2657312925170068, 59.56022717986434)",3.5397700315260954,-0.9821640201373215
spend,"(165, 325)","(1.1661217431099806, 335.92001690439986)","(0.7971938775510203, 119.12045435972868)",3.4046031747969883,-0.7211329302073116
chief,"(251, 325)","(1.8041883572644986, 335.92001690439986)","(0.664328231292517, 119.12045435972868)",2.9873673572223636,-0.7211329302073116
twitter,"(192, 324)","(1.3201378223886575, 328.54873126699925)","(1.5943877551020407, 238.24090871945737)",3.2539850019817687,-0.18729318573699338
regim,"(161, 324)","(1.1587876440967104, 338.0260985150858)","(0.39859693877551017, 59.56022717986434)",3.428979762674607,-0.9815279762174666
receiv,"(244, 324)","(1.657506376999092, 314.85920079754095)","(2.391581632653061, 496.33522649886953)",3.0155269008821706,0.2804643517561116
document,"(169, 324)","(1.217460436202873, 336.9730577097428)","(0.39859693877551017, 79.41363623981913)",3.3808066920144215,-0.9248606472905819
seriou,"(257, 324)","(1.8188565552910392, 331.7078536830281)","(1.1957908163265305, 178.68068153959302)",2.963846084691669,-0.40382772091946806
six,"(249, 324)","(1.7161791691052546, 323.2835272402845)","(1.9929846938775508, 337.5079540192313)",2.995332353532664,0.021996376502671167
lead,"(270, 324)","(1.8701952483839313, 325.38960885097043)","(1.9929846938775508, 297.8011358993217)",2.9147054349116175,-0.046287195631220523
evil,"(178, 323)","(1.2541309312692246, 330.6548128776851)","(0.9300595238095237, 178.68068153959302)",3.3292488823495714,-0.40135861886604984
western,"(196, 322)","(1.4081470105479013, 333.813935293714)","(0.5314625850340136, 99.26704529977391)",3.233481977257563,-0.8278905176510232
toward,"(233, 321)","(1.584165386866389, 314.85920079754095)","(2.2587159863945576, 436.7749993190052)",3.0614448169193724,0.19122049326404533
insid,"(246, 321)","(1.7161791691052546, 321.17744562959865)","(1.5943877551020407, 317.6545449592765)",3.0074000784216732,-0.005545119089494621
onlin,"(193, 321)","(1.3054696243621169, 314.85920079754095)","(1.9929846938775508, 436.7749993190052)",3.2488197012412727,0.19122049326404533
republican,"(178, 321)","(1.2541309312692246, 328.54873126699925)","(0.9300595238095237, 178.68068153959302)",3.3292488823495714,-0.3964028953363311
main,"(246, 320)","(1.723513268118525, 323.2835272402845)","(1.4615221088435373, 258.09431777941217)",3.0074000784216732,-0.12562236621747203
readi,"(229, 320)","(1.6061676839061998, 323.2835272402845)","(1.328656462585034, 258.09431777941217)",3.078679194374917,-0.12562236621747203
citi,"(166, 320)","(1.195458139163062, 332.76089448837104)","(0.39859693877551017, 79.41363623981913)",3.3986007558148894,-0.9209294255141957
basi,"(226, 320)","(1.6061676839061998, 328.54873126699925)","(0.9300595238095237, 158.82727247963825)",3.0918027423047247,-0.48865789673846904
difficult,"(260, 319)","(1.7308473671317952, 309.5939967708262)","(3.1887755102040813, 496.33522649886953)",2.9522897157111543,0.2927674819176149
son,"(156, 319)","(0.990103366791493, 299.0635887173967)","(2.790178571428571, 694.8693170984174)",3.460310646154662,0.5795213762533804
safe,"(217, 319)","(1.5548289908133077, 326.44264965631334)","(0.664328231292517, 178.68068153959302)",3.132239518208654,-0.3914239630317049
let,"(228, 318)","(1.5914994858796592, 318.0183232135698)","(1.4615221088435373, 317.6545449592765)",3.0830346019567876,-0.0005726003614751063
therefor,"(217, 318)","(1.5108243967336856, 318.0183232135698)","(1.4615221088435373, 317.6545449592765)",3.132239518208654,-0.0005726003614751063
cultur,"(178, 317)","(1.0854466539640073, 274.843650194509)","(3.9859693877551017, 1111.7909073574679)",3.3292488823495714,0.9091475968101144
ground,"(208, 317)","(1.4741539016673342, 325.38960885097043)","(0.9300595238095237, 158.82727247963825)",3.1743805849816495,-0.48105079591866107
written,"(253, 317)","(1.7968542582512281, 324.3365680456275)","(1.0629251700680271, 178.68068153959302)",2.979465301090119,-0.3864220068113581
although,"(254, 316)","(1.7601837631848767, 316.9652824082268)","(1.8601190476190474, 297.8011358993217)",2.9755375662684718,-0.03216498090385245
prevent,"(240, 316)","(1.701510971078714, 320.1244048242557)","(1.0629251700680271, 238.24090871945737)",3.031981406229112,-0.17017822771308067
highest,"(215, 315)","(1.5328266937734967, 325.38960885097043)","(0.7971938775510203, 119.12045435972868)",3.1414519279033972,-0.6992343037478174
seven,"(190, 315)","(1.2687991292957652, 312.75311918685503)","(2.2587159863945576, 357.36136307918605)",3.26439634017001,0.07119477070529778
game,"(188, 314)","(1.2908014263355763, 305.3818335494544)","(1.5943877551020407, 476.48181743891473)",3.2749172157518256,0.27303563399587993
septemb,"(204, 314)","(1.4228152085744419, 318.0183232135698)","(1.328656462585034, 238.24090871945737)",3.1936955263379025,-0.1658829656052455
network,"(223, 314)","(1.584165386866389, 322.23048643494155)","(0.9300595238095237, 158.82727247963825)",3.1051008106093563,-0.4733705610185259
interview,"(210, 314)","(1.3714765154815496, 299.0635887173967)","(3.055909863945578, 595.6022717986434)",3.1648612365619626,0.45879081504704833
heard,"(238, 314)","(1.6721745750256327, 314.85920079754095)","(1.328656462585034, 297.8011358993217)",3.0403113169519584,-0.028632198481770565
effort,"(243, 313)","(1.6868427730521733, 313.806159992198)","(1.727253401360544, 297.8011358993217)",3.0196152140173234,-0.02686553347817111
agreement,"(158, 313)","(1.1147830500170886, 323.2835272402845)","(0.7971938775510203, 119.12045435972868)",3.4476602560724965,-0.6946883826773991
rememb,"(219, 312)","(1.5328266937734967, 315.9122416028839)","(1.328656462585034, 238.24090871945737)",3.1231112028838215,-0.16158140022555978
friend,"(231, 310)","(1.5108243967336856, 290.63926227465316)","(3.3216411564625847, 675.0159080384626)",3.0700248781358463,0.5792017937827258
easi,"(254, 310)","(1.8041883572644986, 315.9122416028839)","(1.0629251700680271, 198.53409059954782)",2.9755375662684718,-0.2872919511743711
6,"(217, 309)","(1.496156198707145, 311.7000783815121)","(1.727253401360544, 258.09431777941217)",3.132239518208654,-0.10347744635647904
wors,"(253, 309)","(1.7748519612114173, 312.75311918685503)","(1.4615221088435373, 238.24090871945737)",2.979465301090119,-0.15511757187228092
talk,"(232, 309)","(1.6135017829194702, 311.7000783815121)","(1.5943877551020407, 258.09431777941217)",3.065725645374526,-0.10347744635647904
standard,"(183, 309)","(1.3274719214019277, 323.2835272402845)","(0.2657312925170068, 39.70681811990956)",3.3017141031772055,-0.9984185410656801
america,"(197, 307)","(1.4154811095611717, 319.07136401891273)","(0.5314625850340136, 79.41363623981913)",3.228421237711732,-0.9067472939753931
alon,"(255, 306)","(1.7528496641716063, 304.32879274411147)","(2.1258503401360542, 337.5079540192313)",2.9716251982107575,0.054458099993010434
car,"(131, 304)","(0.9167623766587899, 312.75311918685503)","(0.7971938775510203, 138.97386341968348)",3.633633979887958,-0.5547539736229163
dec,"(200, 304)","(1.4228152085744419, 313.806159992198)","(0.7971938775510203, 119.12045435972868)",3.213390894637631,-0.6735320795914541
imag,"(165, 304)","(1.1074489510038181, 293.79838469068204)","(1.8601190476190474, 496.33522649886953)",3.4046031747969883,0.3316551203362921
50,"(226, 303)","(1.5548289908133077, 303.2757519387685)","(1.8601190476190474, 297.8011358993217)",3.0918027423047247,-0.009191472437599657
beyond,"(241, 303)","(1.701510971078714, 304.32879274411147)","(1.1957908163265305, 277.94772683936696)",3.0278423274722246,-0.04742128901834719
paul,"(166, 302)","(1.0927807529772775, 294.85142549602494)","(2.2587159863945576, 436.7749993190052)",3.3986007558148894,0.23612815420401567
vaccin,"(40, 302)","(0.29336396053081276, 318.0183232135698)","(0.0, 0.0)",4.801185069914048,-1.0
pleas,"(215, 302)","(1.4814880006806044, 301.16967032808265)","(1.727253401360544, 317.6545449592765)",3.1414519279033972,0.02736125463055261
robert,"(178, 302)","(1.2908014263355763, 313.806159992198)","(0.2657312925170068, 79.41363623981913)",3.3292488823495714,-0.9006724451975309
moment,"(233, 301)","(1.6281699809460108, 298.0105479120538)","(1.4615221088435373, 357.36136307918605)",3.0614448169193724,0.099250545356659
confer,"(177, 301)","(1.1367853470568994, 269.57844616779425)","(2.9230442176870746, 893.4034076979651)",3.3348480011206214,0.8200722034416728
knew,"(217, 301)","(1.4374834066009825, 286.4270990532814)","(2.790178571428571, 575.7488627386887)",3.132239518208654,0.4660818304245009
germani,"(151, 301)","(1.0854466539640073, 313.806159992198)","(0.39859693877551017, 59.56022717986434)",3.49265499215099,-0.9723871881803574
bit,"(226, 300)","(1.5988335848929296, 306.4348743547974)","(1.0629251700680271, 178.68068153959302)",3.0918027423047247,-0.34300390941926706
complet,"(234, 299)","(1.635504079959281, 302.2227111334256)","(1.4615221088435373, 238.24090871945737)",3.0571822358702136,-0.13347834307738993
class,"(169, 299)","(1.173455842123251, 303.2757519387685)","(1.1957908163265305, 218.3874996595026)",3.3808066920144215,-0.19194169713774145
