type,words
fake,"{'say': 2, 'it': 1, 'absurd': 1, 'to': 2, 'there': 1, 'enough': 1, 'data': 1, 'establish': 1, 'a': 1, 'link': 1, 'between': 1, 'play': 1, 'footbal': 1, 'and': 1, 'chronic': 1, 'traumat': 1, 'encephalopathi': 1}"
fake,"{'the': 4, 'wive': 1, 'of': 1, '<number><number>': 1, 'hijack': 1, 'knew': 1, 'exactli': 1, 'what': 1, 'wa': 1, 'happen': 1, 'and': 1, 'went': 1, 'back': 1, 'to': 2, 'saudi': 1, 'arabia': 1, 'two': 1, 'day': 1, 'befor': 1, 'attack': 1, 'watch': 1, 'their': 1, 'husband': 1, 'on': 1, 'televis': 1, 'fli': 1, 'plane': 1}"
fake,"{'say': 1, 'jill': 1, 'mccabe': 1, 'support': 1, 'late': 1, 'term': 1, 'abort': 1, 'larger': 1, 'babi': 1, 'part': 1, 'are': 1, 'more': 1, 'profit': 1}"
fake,"{'say': 1, 'us': 1, 'rep': 1, 'nanci': 1, 'pelosi': 1, 'said': 1, 'employ': 1, 'cut': 1, 'hour': 1, 'is': 1, 'a': 1, 'good': 1, 'thing': 1, 'it': 1, 'then': 1, 'give': 1, 'that': 1, 'person': 1, 'time': 1, 'to': 1, 'pursu': 1, 'their': 1, 'dream': 1, 'and': 1, 'passion': 1}"
reliable,"{'florida': 1, 'ha': 1, 'a': 1, 'law': 1, 'like': 1, 'indiana': 1, 'religi': 1, 'freedom': 1, 'restor': 1, 'act': 1}"
fake,"{'the': 4, 'thing': 2, 'i': 1, 'said': 2, 'dure': 1, 'prank': 1, 'call': 1, 'by': 1, 'a': 1, 'blogger': 1, 'pose': 1, 'as': 1, 'gop': 1, 'contributor': 1, 'david': 1, 'koch': 1, 'are': 1, 'ive': 1, 'publicli': 1, 'all': 1, 'along': 1, 'about': 1, 'wisconsin': 1, 'budget': 1, 'debat': 1}"
fake,"{'say': 1, 'photograph': 1, 'of': 1, 'hillari': 1, 'clinton': 1, 'at': 1, 'the': 1, 'debat': 1, 'show': 1, 'what': 1, 'could': 1, 'be': 1, 'an': 1, 'earpiec': 1}"
fake,"{'say': 1, 'joe': 1, 'biden': 1, 'went': 1, 'to': 1, 'china': 1, 'and': 3, 'said': 1, 'that': 1, 'he': 1, 'sympath': 1, 'wouldnt': 1, 'secondguess': 1, 'their': 1, 'onechild': 1, 'polici': 1, 'of': 1, 'forc': 1, 'abort': 1, 'steril': 1}"
fake,"{'on': 1, 'whether': 1, 'to': 1, 'seat': 1, 'roland': 1, 'burri': 1, 'as': 1, 'the': 1, 'new': 1, 'senat': 1, 'from': 1, 'illinoi': 1}"
fake,"{'<number>': 2, 'feder': 1, 'tax': 1, 'refund': 1, 'to': 1, 'be': 1, 'delay': 1, 'until': 1, 'octob': 1}"
reliable,"{'fortyf': 1, 'state': 1, 'allow': 1, 'open': 1, 'carri': 1, 'of': 1, 'firearm': 1}"
fake,"{'obama': 1, 'remain': 1, 'silent': 1, 'and': 1, 'is': 1, 'never': 1, 'ask': 1, 'how': 1, 'he': 1, 'feel': 1, 'about': 1, 'hi': 1, 'church': 1, 'honor': 1, 'farrakhan': 1}"
reliable,"{'when': 1, 'donald': 2, 'trump': 2, 'spoke': 1, 'in': 2, 'phoenix': 1, 'he': 3, 'look': 1, 'the': 4, 'audienc': 1, 'eye': 1, 'and': 3, 'said': 3, 'no': 1, 'were': 2, 'build': 1, 'a': 1, 'wall': 1, 'deport': 1, 'everybodi': 1, 'quot': 1, 'they': 2, 'will': 2, 'all': 2, 'be': 2, 'gone': 2, 'thi': 1, 'is': 1, 'one': 2, 'of': 1, 'where': 1, 'you': 1, 'can': 1, 'go': 1, 'to': 1, 'tape': 1, 'on': 1, 'it': 1, 'see': 1, 'what': 1, 'ha': 1}"
reliable,"{'john': 1, 'edward': 1, 'never': 2, 'ha': 2, 'ever': 2, 'from': 1, 'the': 2, 'begin': 1, 'of': 2, 'hi': 1, 'polit': 1, 'career': 1, 'taken': 1, 'pac': 1, 'money': 2, 'or': 1, 'washington': 1, 'lobbyist': 1, 'joe': 1, 'trippi': 1, 'senior': 1, 'campaign': 1, 'advis': 1}"
reliable,"{'when': 1, 'jeb': 1, 'bush': 1, 'wa': 1, 'governor': 2, 'hi': 2, 'first': 1, 'four': 1, 'year': 1, 'as': 3, 'medicaid': 1, 'program': 1, 'grew': 1, 'twice': 1, 'fast': 1, 'mine': 1}"
reliable,"{'the': 1, 'univers': 1, 'of': 1, 'wisconsin': 1, 'system': 1, 'had': 1, 'a': 1, 'jobsforlif': 1, 'tenur': 1, 'program': 1, 'for': 1, 'professor': 1}"
reliable,"{'unemploy': 1, 'among': 1, 'oregon': 1, 'high': 1, 'school': 1, 'graduat': 1, 'age': 1, '<number>': 6, 'to': 2, 'increas': 2, 'more': 1, 'than': 1, 'percent': 2, 'from': 1, 'while': 1, 'the': 1, 'us': 1, 'averag': 1, 'onli': 1}"
reliable,"{'hospit': 1, 'doctor': 1, 'mri': 1, 'surgeri': 1, 'and': 7, 'so': 1, 'forth': 1, 'are': 2, 'more': 3, 'extens': 1, 'use': 2, 'far': 1, 'expens': 1, 'in': 3, 'thi': 2, 'countri': 3, 'than': 2, 'they': 1, 'mani': 2, 'other': 2, 'healthcar': 1, 'mittromney': 1, 'former': 1, 'governor': 2, 'massachusett': 1, 'republican': 6, '<number>': 63, 'a': 13, 'fox': 2, 'news': 3, 'sunday': 1, 'interview': 3, '<number>json': 12, 'barelytru': 1, 'obamacar': 1, 'cut': 2, 'senior': 1, 'medicar': 1, 'healthcaremedicar': 1, 'edgillespi': 1, 'strategist': 1, 'washington': 1, 'dc': 1, 'campaign': 3, 'email': 2, 'mostlytru': 3, 'the': 14, 'refus': 1, 'of': 9, 'feder': 1, 'employe': 2, 'to': 11, 'fli': 1, 'coach': 1, 'cost': 2, 'taxpay': 1, '<cur><number>': 5, 'million': 3, 'annual': 2, 'governmentefficiencytranspar': 1, 'newsmax': 1, 'magazin': 1, 'websit': 2, 'florida': 4, 'none': 2, 'an': 2, 'solicit': 1, 'spend': 2, 'year': 3, 'just': 1, 'on': 4, 'children': 1, 'repeat': 1, 'prek': 1, 'through': 1, '0rd': 1, 'grade': 1, 'educ': 1, 'alexsink': 1, 'democrat': 3, 'figur': 1, 'cite': 1, 'true': 3, 'milwauke': 1, 'counti': 1, 'sheriff': 1, 'david': 1, 'clark': 1, 'jr': 1, 'advis': 1, 'citizen': 1, 'point': 1, 'that': 5, 'barrel': 1, 'center': 1, 'mass': 1, 'pull': 1, 'trigger': 1, 'becaus': 1, 'is': 2, 'not': 1, 'our': 1, 'best': 1, 'option': 1, 'crimecriminaljusticegunslegalissu': 1, 'greaterwisconsinpoliticalfund': 1, 'wisconsin': 3, 'tv': 1, 'ad': 1, 'fals': 1, 'almost': 2, 'percent': 2, 'total': 1, 'incom': 2, 'from': 2, 'plan': 1, 'parenthood': 1, 'abort': 2, 'ronaldrenuart': 1, 'state': 5, 'repres': 1, 'comment': 2, 'dure': 2, 'committe': 1, 'hear': 1, 'halftru': 2, 'unit': 1, 'ha': 1, 'highest': 1, 'rate': 1, 'childhood': 1, 'poverti': 1, 'ani': 1, 'major': 1, 'earth': 1, 'childrenpoverti': 1, 'berni': 1, 'us': 1, 'senat': 1, 'vermont': 1, 'independ': 1, 'pb': 1, 'debat': 2, 'under': 1, 'almond': 1, 'ri': 2, 'dmv': 1, 'had': 1, 'program': 1, 'allow': 1, 'undocu': 1, 'peopl': 1, 'their': 2, 'person': 1, 'tax': 1, 'identif': 1, 'number': 1, 'appli': 1, 'for': 3, 'receiv': 1, 'driver': 1, 'licens': 1, 'civilrightshomelandsecurityimmigrationpublicsafetytransportationwork': 1, 'davidquiroa': 1, 'prresid': 1, 'guatemalanamerican': 1, 'allianc': 1, 'rhode': 5, 'island': 5, 'newsmak': 2, 'releas': 1, 'pantsfir': 2, 'illeg': 1, 'alien': 1, 'censuscrimeeducationhealthcareimmigrationstatebudgettax': 1, 'terrygorman': 1, 'presid': 1, 'immigr': 1, 'law': 1, 'enforc': 1, 'radio': 1, 'say': 1, 'eric': 1, 'cantor': 1, 'vote': 2, 'assur': 1, 'congress': 2, 'would': 2, 'be': 3, 'paid': 2, 'if': 2, 'govern': 1, 'shut': 1, 'down': 1, 'against': 1, 'guarante': 1, 'troop': 1, 'congressionalrulesfederalbudgetmilitari': 1, 'waynepowel': 1, 'lawyer': 1, 'virginia': 2, 'froze': 1, 'current': 1, 'level': 1, 'then': 1, 'it': 1, 'by': 1, 'we': 1, 'could': 1, 'balanc': 1, 'budget': 1, 'five': 1, 'deficitfederalbudget': 1, 'jamieradtk': 1, 'statement': 1, 'everi': 1, 'legisl': 1, 'bill': 1, 'will': 1, 'have': 1, 'give': 1, 'up': 1, 'same': 1, 'amount': 1, 'pay': 1, 'as': 1, 'laborstatebudget': 1, 'jefffitzgerald': 1, 'speaker': 1, 'assembl': 1, 'channel': 1, 'marco': 1, 'rubio': 1, 'control': 1, 'fund': 1, 'out': 1, 'were': 1, 'rais': 1, 'onli': 1, 'went': 1, 'candid': 1, 'tri': 1, 'improv': 1, 'chanc': 1, 'elect': 1, 'offic': 1}"
reliable,"{'say': 1, 'hillari': 1, 'clinton': 1, 'campaign': 1, 'hasnt': 1, 'been': 1, 'clear': 1, 'about': 1, 'when': 1, 'she': 1, 'wipe': 1, 'herserverof': 1, 'her': 1, 'work': 1, 'email': 1}"
fake,"{'say': 1, 'rep': 1, 'jon': 1, 'runyan': 1, 'vote': 1, 'to': 1, 'redefin': 1, 'rape': 1}"
reliable,"{'ted': 1, 'cruz': 1, 'is': 1, 'mathemat': 1, 'out': 1, 'of': 1, 'win': 1, 'the': 1, 'race': 1}"
reliable,"{'john': 1, 'paul': 1, 'steven': 1, 'is': 1, 'the': 2, 'onli': 1, 'protest': 1, 'on': 1, 'us': 1, 'suprem': 1, 'court': 1}"
reliable,"{'eighti': 1, 'percent': 1, 'of': 1, 'the': 1, 'antibiot': 1, 'in': 1, 'thi': 1, 'countri': 1, 'are': 1, 'fed': 1, 'to': 1, 'livestock': 1}"
fake,"{'thi': 1, 'year': 1, 'eric': 1, 'cantor': 1, 'ha': 1, 'receiv': 1, 'more': 1, 'money': 1, 'from': 1, 'oil': 1, 'compani': 1, 'than': 1, 'ani': 1, 'other': 1, 'member': 1, 'of': 1, 'congress': 1}"
reliable,"{'say': 1, 'rep': 1, 'steve': 1, 'stockman': 1, 'basic': 1, 'want': 1, 'gunfil': 1, 'zone': 1, 'in': 1, 'school': 1}"
reliable,"{'say': 1, 'militari': 1, 'expenditur': 1, 'for': 1, 'the': 3, 'unit': 1, 'state': 1, 'are': 1, 'greater': 1, 'than': 1, 'combin': 1, 'spend': 1, 'of': 1, 'next': 1, '<number>': 1, 'largest': 1, 'nation': 1}"
fake,"{'the': 1, 'iran': 2, 'deal': 1, 'say': 1, 'that': 1, 'if': 1, 'ani': 1, 'other': 1, 'countri': 1, 'tri': 1, 'to': 2, 'undermin': 1, 'nuclear': 1, 'program': 1, 'we': 1, 'have': 1, 'help': 1, 'them': 1, 'defend': 1, 'themselv': 1, 'against': 1, 'israel': 1, 'egypt': 1, 'saudi': 1, 'our': 1, 'own': 1, 'alli': 1}"
fake,"{'rick': 1, 'scott': 1, 'administr': 1, 'spent': 1, 'over': 1, '<cur><number>': 1, 'of': 1, 'taxpay': 1, 'money': 1, 'dure': 1, 'their': 1, 'first': 1, 'voter': 1, 'purg': 1, 'attempt': 1, 'in': 1, '<number>': 1}"
reliable,"{'we': 1, 'are': 2, 'number': 2, 'one': 1, 'in': 1, 'the': 2, 'world': 1, 'when': 1, 'it': 1, 'come': 1, 'to': 1, 'energi': 1, 'resourc': 1, 'russian': 1, 'second': 1, 'saudi': 1, 'arabia': 1, 'is': 1, 'three': 1}"
reliable,"{'the': 4, 'agricultur': 1, 'depart': 1, 'estim': 1, 'that': 1, 'roughli': 1, '<number>': 1, 'percent': 1, 'of': 2, 'corn': 2, 'crop': 1, 'will': 1, 'be': 1, 'use': 2, 'to': 2, 'make': 1, 'ethanol': 1, 'more': 1, 'than': 1, 'amount': 1, 'feed': 1, 'livestock': 1, 'and': 1, 'poultri': 1, 'in': 1, 'unit': 1, 'state': 1}"
fake,"{'in': 1, '<number>': 1, 'it': 1, 'wa': 1, 'legal': 1, 'to': 1, 'mail': 1, 'children': 1}"
fake,"{'tonight': 1, 'in': 2, 'ohio': 1, 'more': 1, 'peopl': 1, 'came': 1, 'out': 1, 'to': 1, 'vote': 2, 'for': 2, 'barack': 1, 'obama': 1, 'an': 1, 'unoppos': 1, 'race': 1, 'than': 1, 'mitt': 1, 'romney': 1, 'and': 1, 'rick': 1, 'santorum': 1, 'combin': 1}"
reliable,"{'democrat': 1, 'compar': 1, 'the': 3, 'infrastructur': 1, 'program': 2, 'in': 1, 'stimulu': 1, 'to': 2, 'eisenhow': 1, 'interst': 1, 'but': 1, 'he': 1, 'propos': 1, 'a': 1, '<cur><number>': 2, 'billion': 2, 'highway': 1, 'system': 1, 'and': 2, 'theyr': 1, 'go': 1, 'put': 1, 'into': 1, 'road': 1, 'bridg': 1}"
reliable,"{'congressman': 1, 'tom': 1, 'cotton': 1, 'is': 1, 'the': 1, 'onli': 1, 'arkansan': 1, 'in': 1, 'congress': 1, 'democrat': 1, 'or': 1, 'republican': 1, 'to': 1, 'vote': 1, 'against': 1, 'disast': 1, 'relief': 1, 'five': 1, 'time': 1}"
reliable,"{'the': 2, 'us': 1, 'navi': 1, 'ha': 1, 'sail': 1, 'ship': 1, 'around': 1, 'world': 1, 'for': 1, '<number>': 1, 'year': 1, 'with': 1, 'nuclear': 1, 'power': 1, 'plant': 1, 'on': 1, 'them': 1, 'and': 1, 'weve': 1, 'never': 1, 'had': 1, 'an': 1, 'accid': 1}"
reliable,"{'no': 1, 'openli': 1, 'gay': 1, 'man': 1, 'ha': 1, 'ever': 1, 'been': 1, 'elect': 1, 'to': 1, 'the': 1, 'georgia': 1, 'legislatur': 1}"
fake,"{'us': 1, 'rep': 1, 'eric': 1, 'cantor': 1, 'and': 1, 'lui': 1, 'gutierrez': 1, 'were': 1, 'tour': 1, 'the': 3, 'countri': 1, 'last': 1, 'year': 1, 'join': 1, 'at': 1, 'hip': 1, 'work': 1, 'togeth': 1, 'in': 1, 'a': 1, 'bipartisan': 1, 'fashion': 1, 'inde': 1, 'for': 1, 'goal': 1, 'of': 1, 'immigr': 1, 'reform': 1}"
fake,"{'the': 1, '<cur><number>': 1, 'billion': 1, 'websit': 1, 'for': 1, 'obamacar': 1, 'never': 1, 'work': 2, 'still': 1, 'doesnt': 1}"
reliable,"{'it': 1, 'take': 1, 'almost': 1, 'a': 2, 'year': 1, 'for': 1, 'refuge': 1, 'to': 1, 'be': 1, 'process': 1, 'in': 1, 'the': 1, 'unit': 1, 'state': 1}"
reliable,"{'congressman': 1, 'ryan': 1, 'ha': 2, 'secur': 1, 'a': 1, 'grand': 1, 'total': 1, 'of': 1, '<cur><number>': 2, 'to': 1, 'date': 1, 'for': 1, 'the': 1, 'mahon': 1, 'valley': 1, 'and': 1, 'an': 1, 'addit': 1, 'pend': 1, 'in': 1, 'fy0000': 1, 'spend': 1, 'bill': 1}"
fake,"{'in': 1, 'north': 1, 'carolina': 1, 'they': 1, 'use': 1, 'stimulu': 2, 'money': 1, 'to': 1, 'hire': 1, 'one': 1, 'new': 1, 'state': 1, 'worker': 1, 'hi': 1, 'job': 1, 'appli': 1, 'for': 1, 'more': 1, 'fund': 1, 'from': 1, 'the': 3, 'taxpay': 1, 'by': 1, 'way': 1, 'of': 1, 'feder': 1, 'govern': 1}"
reliable,"{'if': 1, 'sen': 1, 'hillari': 1, 'clinton': 1, 'could': 1, 'enact': 1, 'all': 1, 'of': 1, 'her': 1, 'campaign': 1, 'propos': 1, 'taxpay': 1, 'would': 1, 'be': 1, 'face': 1, 'with': 1, 'financ': 1, 'more': 1, 'than': 1, '<cur><number>billion': 1, 'in': 1, 'new': 1, 'spend': 1, 'over': 1, 'one': 1, 'white': 1, 'hous': 1, 'term': 1}"
fake,"{'dan': 1, 'gecker': 1, 'vote': 1, 'to': 1, 'doubl': 1, 'vehicl': 1, 'registr': 1, 'fee': 1, 'cost': 1, 'chesterfield': 1, 'counti': 1, 'resid': 1, 'over': 1, '<cur><number>': 1, 'million': 1, 'annual': 1}"
reliable,"{'a': 1, 'lot': 1, 'of': 1, 'peopl': 1, 'dont': 1, 'know': 1, 'that': 1, '<number>': 1, 'american': 1, 'now': 1, 'make': 1, 'their': 1, 'live': 1, 'off': 1, 'ebay': 1}"
fake,"{'i': 1, 'dont': 1, 'know': 1, 'anyth': 1, 'about': 1, 'david': 1, 'duke': 1}"
fake,"{'<number>': 2, 'to': 3, 'percent': 1, 'of': 2, 'my': 1, 'campaign': 1, 'fund': 1, 'go': 1, 'donat': 1, 'variou': 1, 'organ': 1, 'throughout': 1, 'the': 1, 'citi': 1, 'provid': 1}"
reliable,"{'onli': 1, '<number>': 3, 'percent': 1, 'of': 1, 'voter': 1, 'to': 1, 'dont': 1, 'believ': 1, 'that': 1, 'climat': 1, 'chang': 1, 'is': 1, 'realli': 1, 'happen': 1}"
reliable,"{'say': 1, 'us': 1, 'senat': 1, 'candid': 1, 'joni': 1, 'ernst': 1, 'doe': 1, 'not': 1, 'support': 1, 'a': 1, 'nation': 1, 'minimum': 1, 'wage': 1}"
fake,"{'birther': 1, 'have': 1, 'obtain': 1, 'a': 1, 'copi': 1, 'of': 1, 'obama': 1, 'kenyan': 1, 'birth': 1, 'certif': 1}"
fake,"{'keyston': 1, 'mean': 1, 'unlock': 1, 'the': 1, 'canadian': 1, 'tar': 1, 'sand': 1}"
fake,"{'the': 2, 'work': 1, 'tax': 1, 'cut': 1, 'creat': 1, 'over': 1, '<number>': 1, 'new': 1, 'job': 1, 'in': 1, 'just': 1, 'last': 1, 'four': 1, 'year': 1}"
reliable,"{'there': 2, 'are': 2, 'at': 1, 'least': 1, 'twice': 1, 'as': 2, 'mani': 1, 'licens': 1, 'firearm': 1, 'dealer': 1, 'in': 1, 'california': 1, 'mcdonald': 1}"
fake,"{'i': 1, 'play': 2, 'in': 2, 'a': 1, 'game': 1, 'here': 1, 'against': 1, 'the': 1, 'pittsburgh': 1, 'steeler': 1, 'where': 1, 'there': 1, 'wa': 1, '<number>': 2, 'inch': 2, 'of': 2, 'snow': 1, 'we': 1, 'at': 1, 'least': 1, 'that': 1}"
fake,"{'it': 1, 'is': 1, 'the': 1, 'depart': 1, 'of': 1, 'homeland': 1, 'secur': 1, 'view': 1, 'that': 1, 'return': 1, 'militari': 1, 'veteran': 1, 'and': 1, 'gun': 1, 'owner': 1, 'are': 1, 'like': 1, 'to': 1, 'commit': 1, 'terrorist': 1, 'act': 1}"
fake,"{'data': 1, 'on': 1, 'violent': 1, 'crime': 1, 'show': 1, 'wisconsin': 1, 'ha': 1, 'becom': 1, 'less': 1, 'safe': 1, 'than': 1, 'it': 1, 'wa': 1, 'when': 1, 'scott': 1, 'walker': 1, 'took': 1, 'offic': 1}"
reliable,"{'the': 2, 'boston': 1, 'marathon': 1, 'bomb': 1, 'is': 1, 'fifth': 1, 'case': 1, 'in': 2, 'which': 1, 'us': 1, 'govern': 1, 'offici': 1, 'examin': 1, 'individu': 1, 'potenti': 1, 'involv': 1, 'terror': 1, 'and': 2, 'felt': 1, 'they': 2, 'were': 1, 'no': 1, 'threat': 1, 'went': 1, 'on': 1, 'to': 1, 'carri': 1, 'out': 1, 'terrorist': 1, 'murder': 1}"
reliable,"{'in': 1, '<number>': 1, 'donald': 1, 'trump': 1, 'wa': 1, 'hope': 1, 'for': 1, 'a': 1, 'real': 1, 'estat': 1, 'crash': 1}"
reliable,"{'the': 1, 'republican': 1, 'leadership': 1, 'budget': 1, 'propos': 1, 'doesnt': 1, 'contain': 1, 'ani': 1, 'number': 1}"
reliable,"{'say': 1, '<number>': 2, 'in': 1, 'american': 1, 'famili': 1, 'is': 1, 'on': 1, 'food': 1, 'stamp': 1}"
reliable,"{'the': 3, 'kenosha': 1, 'casino': 1, 'would': 2, 'be': 2, 'one': 1, 'of': 1, 'state': 2, 'largest': 1, 'employ': 1, 'and': 1, 'pay': 1, 'more': 1, 'to': 1, 'than': 1, 'ani': 1, 'other': 1, 'compani': 1, 'or': 1, 'tribe': 1, 'essenti': 1, 'it': 1, 'wisconsin': 1, 'biggest': 1, 'taxpay': 1}"
reliable,"{'our': 1, 'race': 2, 'wa': 1, 'the': 1, 'closest': 1, 'us': 1, 'senat': 1, 'in': 3, 'ohio': 1, '<number>': 2, 'year': 1, 'when': 1, 'howard': 1, 'metzenbaum': 1, 'defeat': 1, 'robert': 1, 'taft': 1}"
fake,"{'we': 1, 'have': 1, 'drawn': 1, 'down': 1, 'to': 1, 'presurg': 1, 'level': 1, 'basra': 1, 'mosul': 1, 'and': 4, 'now': 1, 'sadr': 1, 'citi': 1, 'are': 1, 'quiet': 1, 'it': 2, 'long': 1, 'tough': 1, 'there': 1, 'will': 1, 'be': 1, 'setback': 1}"
reliable,"{'say': 1, 'austin': 1, 'treat': 1, 'wastewat': 1, 'put': 1, 'into': 1, 'the': 3, 'colorado': 1, 'river': 1, 'is': 1, 'of': 1, 'higher': 1, 'qualiti': 1, 'than': 1, 'water': 1, 'citi': 1, 'take': 1, 'from': 1, 'lake': 1, 'for': 1, 'public': 1, 'use': 1}"
fake,"{'an': 1, 'amend': 1, 'to': 2, 'the': 2, 'hous': 1, 'health': 2, 'reform': 1, 'bill': 1, 'put': 1, 'new': 1, 'restrict': 1, 'on': 1, 'women': 1, 'access': 1, 'abort': 1, 'coverag': 1, 'in': 1, 'privat': 1, 'insur': 1, 'market': 1, 'even': 1, 'when': 1, 'they': 1, 'would': 1, 'pay': 1, 'premium': 1, 'with': 1, 'their': 1, 'own': 1, 'money': 1}"
reliable,"{'as': 1, 'presid': 1, 'barack': 1, 'obama': 1, 'ha': 1, 'never': 1, 'visit': 1, 'israel': 1}"
fake,"{'were': 1, 'the': 2, 'worst': 1, 'state': 1, 'in': 1, 'countri': 1, 'at': 1, 'move': 1, 'peopl': 1, 'from': 1, 'welfar': 1, 'to': 1, 'work': 1}"
reliable,"{'say': 1, 'the': 2, 'privat': 1, 'sector': 1, 'in': 1, 'texa': 1, 'creat': 1, '<number>': 1, 'million': 1, 'job': 1, 'over': 1, 'past': 1, 'decad': 1}"
fake,"{'pentagon': 1, 'confirm': 1, 'they': 1, 'may': 1, 'court': 1, 'martial': 1, 'soldier': 1, 'who': 1, 'hold': 1, 'christian': 1, 'faith': 1}"
reliable,"{'cobb': 1, 'is': 2, 'one': 1, 'of': 1, 'the': 2, 'largest': 1, 'school': 1, 'system': 1, 'in': 1, 'nation': 1, 'that': 1, 'debt': 1, 'free': 1}"
fake,"{'weve': 1, 'got': 1, 'more': 1, 'revenu': 1, 'than': 1, 'we': 1, 'ever': 1, 'have': 1}"
reliable,"{'between': 1, '<number>': 2, 'and': 1, 'there': 1, 'wa': 1, 'no': 1, 'net': 1, 'inmigr': 1, 'from': 1, 'mexico': 1}"
reliable,"{'the': 1, 'social': 1, 'secur': 1, 'disabl': 1, 'fund': 1, 'is': 1, 'go': 1, 'belli': 1, 'up': 1, 'in': 1, '<number>': 1}"
reliable,"{'a': 1, 'shock': 1, '<number>': 1, 'veteran': 2, 'are': 1, 'commit': 1, 'suicid': 1, 'each': 1, 'and': 1, 'everi': 1, 'day': 1, 'especi': 1, 'our': 1, 'older': 1}"
reliable,"{'today': 1, 'the': 1, 'five': 1, 'largest': 1, 'financi': 1, 'institut': 1, 'are': 1, '<number>': 2, 'percent': 1, 'bigger': 1, 'than': 1, 'they': 2, 'were': 2, 'back': 1, 'in': 1, 'when': 1, 'too': 1, 'big': 1, 'to': 1, 'fail': 1}"
reliable,"{'the': 1, 'hous': 1, 'did': 2, 'vote': 2, 'against': 1, 'engag': 1, 'in': 1, 'kosovo': 1, 'and': 2, 'bill': 1, 'clinton': 1, 'kept': 1, 'fight': 1, 'anyway': 1, 'then': 1, 'ultim': 1, 'a': 1, 'pass': 1}"
reliable,"{'did': 1, 'you': 1, 'know': 1, 'that': 1, 'the': 3, 'us': 1, 'is': 1, 'one': 1, 'of': 1, 'veri': 1, 'few': 1, 'nation': 1, 'in': 1, 'world': 1, 'without': 1, 'an': 1, 'offici': 1, 'languag': 1}"
fake,"{'everi': 1, 'time': 1, 'weve': 2, 'increas': 1, 'the': 1, 'minimum': 1, 'wage': 1, 'seen': 1, 'a': 1, 'growth': 1, 'in': 1, 'job': 1}"
reliable,"{'the': 2, 'florida': 1, 'legislatur': 1, 'rais': 1, 'tax': 1, 'and': 1, 'fee': 1, 'by': 1, 'almost': 1, '<cur><number>': 1, 'billion': 1, 'in': 1, '<number>': 1, 'session': 1}"
reliable,"{'we': 1, 'have': 1, 'more': 1, 'peopl': 1, 'work': 1, 'in': 3, 'clean': 1, 'and': 2, 'green': 1, 'energi': 1, 'than': 1, 'oil': 1, 'ga': 1, 'thi': 1, 'countri': 1}"
reliable,"{'florida': 2, 'ha': 1, '<number>': 4, 'golf': 3, 'cours': 1, 'i': 1, 'think': 1, 'million': 2, 'round': 1, 'play': 1, 'a': 1, 'year': 1, 'in': 2, 'weve': 1, 'got': 1, 'percent': 1, 'of': 1, 'all': 1, 'travel': 1, 'the': 1, 'countri': 1, 'here': 2, 'peopl': 1, 'come': 1, 'just': 1, 'for': 1}"
fake,"{'say': 1, 'hillari': 1, 'clinton': 1, 'had': 1, 'an': 1, 'undercov': 1, 'nurs': 1, 'with': 1, 'her': 1, 'at': 1, 'the': 1, 'sept': 1, '<number>': 1, 'memori': 1, 'ceremoni': 1, 'in': 1, 'new': 1, 'york': 1}"
reliable,"{'onli': 1, '<number>': 1, 'percent': 1, 'of': 1, 'student': 1, 'from': 1, 'milwauke': 1, 'public': 1, 'high': 1, 'school': 1, 'go': 1, 'on': 1, 'to': 1, 'a': 1, 'twoor': 1, 'fouryear': 1, 'colleg': 1}"
reliable,"{'the': 2, 'fastestgrow': 1, 'part': 1, 'of': 1, 'pentagon': 1, 'budget': 1, 'are': 1, 'health': 1, 'care': 1, 'expens': 1}"
reliable,"{'inflationadjust': 1, 'defens': 1, 'spend': 1, 'ha': 2, 'declin': 2, '<number>': 3, 'percent': 2, 'sinc': 1, 'and': 2, 'even': 1, 'if': 1, 'we': 1, 'discount': 1, 'the': 1, 'drawdown': 1, 'in': 1, 'iraq': 1, 'afghanistan': 1, 'it': 1, 'still': 1, 'by': 1, 'a': 1, 'danger': 1}"
reliable,"{'accord': 1, 'to': 1, 'atf': 1, 'data': 1, '<number>': 1, 'percent': 1, 'of': 1, 'firearm': 1, 'recov': 1, 'and': 1, 'trace': 1, 'in': 2, 'drug': 1, 'cartel': 1, 'crime': 1, 'mexico': 1, 'origin': 1, 'from': 1, 'the': 1, 'unit': 1, 'state': 1}"
reliable,"{'the': 2, 'two': 1, 'worst': 1, 'counti': 2, 'for': 1, 'medicaid': 1, 'fraud': 1, 'in': 1, 'countri': 1, 'not': 1, 'state': 1, 'are': 1, 'dade': 1, 'and': 1, 'broward': 1}"
reliable,"{'firework': 1, 'have': 1, 'never': 1, 'been': 1, 'safer': 1, 'and': 1, 'their': 1, 'use': 1, 'continu': 1, 'to': 1, 'increas': 1, 'each': 1, 'year': 1}"
reliable,"{'say': 1, 'donald': 1, 'trump': 1, 'and': 2, 'ron': 1, 'johnson': 2, 'oppos': 1, 'a': 1, 'woman': 1, 'right': 1, 'to': 1, 'choos': 1, 'vote': 1, 'against': 2, 'the': 1, 'violenc': 1, 'women': 1, 'act': 1}"
